"comuna" "anio" "homicidios" "hurtos" "robo_lugar" "robo_sorpresa" "robo_vehiculo" "robo_violencia" "violacion"
"4224" "Puerto Octay" 2016 0 416.8 127.4 0 0 11.6 46.3
"4225" "Purranque" 2001 0 99.9 NA 0 NA 14.3 9.5
"4226" "Purranque" 2002 0 247.6 NA 0 NA 23.8 0
"4227" "Purranque" 2003 0 252.6 166.8 0 0 19.1 33.4
"4228" "Purranque" 2004 4.8 310 186 9.5 0 38.2 4.8
"4229" "Purranque" 2005 0 458.3 267.3 4.8 4.8 95.5 23.9
"4230" "Purranque" 2006 0 454.4 301.4 28.7 0 119.6 19.1
"4231" "Purranque" 2007 4.8 441.1 215.8 9.6 9.6 172.6 4.8
"4232" "Purranque" 2008 0 408.5 264.3 43.2 14.4 177.8 4.8
"4233" "Purranque" 2009 0 438.2 264.8 28.9 14.4 101.1 9.6
"4234" "Purranque" 2010 0 371.5 221.9 14.5 4.8 96.5 9.6
"4235" "Purranque" 2011 0 532.7 174.3 63 14.5 130.8 4.8
"4236" "Purranque" 2012 0 471.1 223.4 24.3 19.4 63.1 9.7
"4237" "Purranque" 2013 0 438.9 185.3 19.5 9.8 87.8 14.6
"4238" "Purranque" 2014 0 396.3 254.4 53.8 24.5 63.6 34.2
"4239" "Purranque" 2015 0 392.9 147.3 19.6 0 68.8 19.6
"4240" "Purranque" 2016 0 325.8 113.5 34.6 19.7 69.1 14.8
"4241" "Puyehue" 2001 0 147.2 NA 8.7 NA 8.7 8.7
"4242" "Puyehue" 2002 0 199.5 NA 0 NA 8.7 8.7
"4243" "Puyehue" 2003 0 173.7 60.8 0 0 8.7 8.7
"4244" "Puyehue" 2004 0 165.2 113 0 8.7 17.4 0
"4245" "Puyehue" 2005 0 156.7 165.4 0 0 17.4 17.4
"4246" "Puyehue" 2006 8.7 148.3 165.8 0 0 34.9 8.7
"4247" "Puyehue" 2007 0 271.3 87.5 0 0 17.5 8.8
"4248" "Puyehue" 2008 0 473.9 333.5 8.8 0 43.9 26.3
"4249" "Puyehue" 2009 0 395.8 299 0 0 26.4 0
"4250" "Puyehue" 2010 0 317.7 158.9 0 17.7 70.6 8.8
"4251" "Puyehue" 2011 8.9 496.4 115.2 0 0 62.1 0
"4252" "Puyehue" 2012 0 480.6 275.9 0 8.9 62.3 8.9
"4253" "Puyehue" 2013 0 554.2 169.8 0 8.9 53.6 0
"4254" "Puyehue" 2014 0 430.9 197.5 0 0 35.9 35.9
"4255" "Puyehue" 2015 0 297.4 126.2 18 18 72.1 72.1
"4256" "Puyehue" 2016 9.1 372.1 118 18.1 18.1 18.1 45.4
"4257" "Río Negro" 2001 6.8 243.7 NA 0 NA 6.8 33.8
"4258" "Río Negro" 2002 0 184.8 NA 6.8 NA 41.1 13.7
"4259" "Río Negro" 2003 13.8 373.6 152.2 0 0 83 0
"4260" "Río Negro" 2004 0 377.9 181.9 7 7 49 0
"4261" "Río Negro" 2005 14.2 446.1 240.8 14.2 7.1 120.4 35.4
"4262" "Río Negro" 2006 7.2 408.5 200.7 43 7.2 64.5 57.3
"4263" "Río Negro" 2007 0 449.7 253.9 21.8 0 108.8 7.3
"4264" "Río Negro" 2008 7.4 544 279.4 95.6 0 95.6 22.1
"4265" "Río Negro" 2009 0 670.4 327.7 74.5 14.9 74.5 22.3
"4266" "Río Negro" 2010 0 588.5 143.3 15.1 15.1 67.9 37.7
"4267" "Río Negro" 2011 0 428.3 237.1 38.2 30.6 84.1 7.6
"4268" "Río Negro" 2012 0 581.8 217.2 15.5 15.5 93.1 31
"4269" "Río Negro" 2013 0 378 291.4 55.1 7.9 47.2 7.9
"4270" "Río Negro" 2014 0 527 183.6 31.9 8 31.9 31.9
"4271" "Río Negro" 2015 0 510.7 275.6 8.1 8.1 64.9 24.3
"4272" "Río Negro" 2016 0 403.4 230.5 16.5 16.5 49.4 16.5
"4273" "San Juan de la Costa" 2001 0 79.1 NA 0 NA 11.3 22.6
"4274" "San Juan de la Costa" 2002 11.4 297.6 NA 0 NA 0 11.4
"4275" "San Juan de la Costa" 2003 0 370.3 92.6 0 0 0 34.7
"4276" "San Juan de la Costa" 2004 0 339.6 128.8 0 0 11.7 35.1
"4277" "San Juan de la Costa" 2005 11.9 237.1 249 0 11.9 35.6 23.7
"4278" "San Juan de la Costa" 2006 12 348.6 132.2 0 0 12 12
"4279" "San Juan de la Costa" 2007 0 328.6 133.9 0 12.2 36.5 12.2
"4280" "San Juan de la Costa" 2008 0 283.8 172.7 0 0 37 0
"4281" "San Juan de la Costa" 2009 0 487.7 425.2 0 0 37.5 37.5
"4282" "San Juan de la Costa" 2010 0 393.2 253.6 0 0 25.4 76.1
"4283" "San Juan de la Costa" 2011 0 437.1 424.2 12.9 0 12.9 64.3
"4284" "San Juan de la Costa" 2012 0 234.5 468.9 0 13 26.1 13
"4285" "San Juan de la Costa" 2013 0 370.4 436.5 13.2 0 13.2 66.1
"4286" "San Juan de la Costa" 2014 0 483 295.1 40.2 0 40.2 93.9
"4287" "San Juan de la Costa" 2015 0 449.6 163.5 0 0 40.9 27.2
"4288" "San Juan de la Costa" 2016 0 359.7 221.4 13.8 0 27.7 0
"4289" "San Pablo" 2001 0 196.9 NA 0 NA 9.8 9.8
"4290" "San Pablo" 2002 0 129.6 NA 0 NA 10 10
"4291" "San Pablo" 2003 10.1 141.3 90.8 0 0 20.2 0
"4292" "San Pablo" 2004 0 235 102.2 0 0 20.4 10.2
"4293" "San Pablo" 2005 0 155.2 113.8 0 0 31 10.3
"4294" "San Pablo" 2006 0 104.9 136.3 0 0 10.5 0
"4295" "San Pablo" 2007 0 106.3 233.8 0 0 42.5 21.3
"4296" "San Pablo" 2008 0 236.9 129.2 0 10.8 21.5 10.8
"4297" "San Pablo" 2009 0 338.8 218.6 0 0 10.9 10.9
"4298" "San Pablo" 2010 0 609.5 288.1 11.1 11.1 0 55.4
"4299" "San Pablo" 2011 0 518 529.3 11.3 0 56.3 0
"4300" "San Pablo" 2012 0 559.9 251.4 0 11.4 34.3 34.3
"4301" "San Pablo" 2013 0 579.6 266.6 11.6 34.8 34.8 34.8
"4302" "San Pablo" 2014 0 494.6 200.2 0 23.6 23.6 0
"4303" "San Pablo" 2015 0 430.5 239.2 12 35.9 35.9 0
"4304" "San Pablo" 2016 0 425.4 255.3 12.2 12.2 12.2 24.3
"4305" "Chaitén" 2001 0 177.3 NA 0 NA 13.6 0
"4306" "Chaitén" 2002 13.7 301 NA 0 NA 27.4 0
"4307" "Chaitén" 2003 13.7 288.1 205.8 0 0 13.7 0
"4308" "Chaitén" 2004 0 591.1 110 13.7 0 27.5 27.5
"4309" "Chaitén" 2005 0 551.3 110.3 0 0 27.6 13.8
"4310" "Chaitén" 2006 0 471 69.3 0 0 13.9 13.9
"4311" "Chaitén" 2007 0 542.9 97.5 0 0 0 27.8
"4312" "Chaitén" 2008 0 419.2 83.8 0 0 0 0
"4313" "Chaitén" 2009 0 252.7 112.3 0 0 14 14
"4314" "Chaitén" 2010 0 225.6 141 0 0 14.1 14.1
"4315" "Chaitén" 2011 0 340.3 85.1 0 0 14.2 0
"4316" "Chaitén" 2012 0 399.1 171 0 0 0 0
"4317" "Chaitén" 2013 0 373.1 71.8 0 0 0 14.4
"4318" "Chaitén" 2014 0 360.4 57.7 0 0 0 14.4
"4319" "Chaitén" 2015 0 362.7 43.5 0 0 0 0
"4320" "Chaitén" 2016 0 190.1 14.6 0 0 0 0
"4321" "Futaleufú" 2001 0 53.8 NA 0 NA 0 0
"4322" "Futaleufú" 2002 0 161.6 NA 0 NA 0 0
"4323" "Futaleufú" 2003 0 108.2 0 0 0 0 0
"4324" "Futaleufú" 2004 0 755.1 161.8 0 0 107.9 0
"4325" "Futaleufú" 2005 0 431.5 53.9 0 0 0 0
"4326" "Futaleufú" 2006 0 161.5 0 0 0 0 53.8
"4327" "Futaleufú" 2007 0 162.6 54.2 0 0 0 0
"4328" "Futaleufú" 2008 54.4 435 0 0 0 0 54.4
"4329" "Futaleufú" 2009 0 817 54.5 0 0 54.5 0
"4330" "Futaleufú" 2010 0 1147.5 218.6 0 0 0 0
"4331" "Futaleufú" 2011 0 1540.2 55 0 0 0 0
"4332" "Futaleufú" 2012 0 1211.5 165.2 0 0 0 0
"4333" "Futaleufú" 2013 0 995.6 276.5 0 0 0 0
"4334" "Futaleufú" 2014 0 940.3 165.9 0 0 0 0
"4335" "Futaleufú" 2015 0 887.9 55.5 0 0 0 111
"4336" "Futaleufú" 2016 0 725 111.5 0 0 0 0
"4337" "Hualaihué" 2001 0 70.9 NA 0 NA 0 0
"4338" "Hualaihué" 2002 0 23.6 NA 0 NA 23.6 0
"4339" "Hualaihué" 2003 0 0 0 0 0 0 0
"4340" "Hualaihué" 2004 0 47.3 11.8 0 0 23.6 11.8
"4341" "Hualaihué" 2005 0 118.3 59.2 11.8 0 0 11.8
"4342" "Hualaihué" 2006 0 130 106.4 0 0 11.8 23.6
"4343" "Hualaihué" 2007 23.7 177.7 82.9 0 0 11.8 0
"4344" "Hualaihué" 2008 0 237.1 142.2 0 0 47.4 0
"4345" "Hualaihué" 2009 0 344.2 130.5 0 11.9 47.5 47.5
"4346" "Hualaihué" 2010 0 237.6 130.7 0 0 11.9 0
"4347" "Hualaihué" 2011 0 297.6 95.2 0 0 11.9 35.7
"4348" "Hualaihué" 2012 0 393.6 167 0 0 23.9 0
"4349" "Hualaihué" 2013 12 382.6 131.5 0 0 23.9 12
"4350" "Hualaihué" 2014 0 371.3 107.8 0 0 24 24
"4351" "Hualaihué" 2015 0 348.1 48 0 0 12 12
"4352" "Hualaihué" 2016 0 614.8 217 0 0 0 12.1
"4353" "Palena" 2001 0 115.9 NA 0 NA 0 0
"4354" "Palena" 2002 0 116.2 NA 0 NA 0 0
"4355" "Palena" 2003 0 408.2 58.3 0 0 0 0
"4356" "Palena" 2004 0 176.6 117.7 0 0 117.7 0
"4357" "Palena" 2005 0 234.7 58.7 0 0 0 0
"4358" "Palena" 2006 0 177.3 177.3 0 0 0 0
"4359" "Palena" 2007 0 414.9 59.3 0 0 0 0
"4360" "Palena" 2008 0 416.9 119.1 0 0 0 0
"4361" "Palena" 2009 0 360.4 300.3 0 0 0 0
"4362" "Palena" 2010 0 847.5 484.3 0 0 0 0
"4363" "Palena" 2011 0 547.1 182.4 0 0 0 0
"4364" "Palena" 2012 0 551.5 61.3 0 0 0 0
"4365" "Palena" 2013 0 308.1 123.2 0 0 0 0
"4366" "Palena" 2014 0 495 247.5 0 0 0 0
"4367" "Palena" 2015 0 556.6 0 0 0 0 0
"4368" "Palena" 2016 0 500.9 125.2 0 0 0 0
"4369" "Coyhaique" 2001 0 417.3 NA 11.5 NA 23.1 19.2
"4370" "Coyhaique" 2002 3.8 412.1 NA 1.9 NA 38 1.9
"4371" "Coyhaique" 2003 5.6 586.9 157.5 5.6 37.5 43.1 3.8
"4372" "Coyhaique" 2004 0 767.9 349.7 3.7 51.8 77.7 11.1
"4373" "Coyhaique" 2005 0 866.5 266.9 16.5 82.3 71.3 11
"4374" "Coyhaique" 2006 1.8 823.4 256.4 7.2 106.5 72.2 19.9
"4375" "Coyhaique" 2007 0 808.7 178.5 16.1 85.7 141 26.8
"4376" "Coyhaique" 2008 0 1005.8 340.6 19.4 82.9 141.2 30
"4377" "Coyhaique" 2009 3.5 1011.4 394.1 22.7 80.2 125.5 26.2
"4378" "Coyhaique" 2010 1.7 1098 432.7 13.8 125.8 96.5 25.9
"4379" "Coyhaique" 2011 8.5 1214.5 349.7 34.1 136.5 127.9 23.9
"4380" "Coyhaique" 2012 3.4 1050.3 521.8 8.4 91.2 153.7 30.4
"4381" "Coyhaique" 2013 5 1133.3 432.9 33.4 48.5 127 25.1
"4382" "Coyhaique" 2014 1.7 1081 458.6 61.3 41.4 124.2 19.9
"4383" "Coyhaique" 2015 0 1116 421.2 42.6 55.7 78.7 21.3
"4384" "Coyhaique" 2016 1.6 971.6 164.1 40.6 65 60.1 11.4
"4385" "Lago Verde" 2001 0 94 NA 0 NA 0 0
"4386" "Lago Verde" 2002 0 0 NA 0 NA 0 0
"4387" "Lago Verde" 2003 0 288.2 96.1 0 0 0 0
"4388" "Lago Verde" 2004 0 0 0 0 0 0 0
"4389" "Lago Verde" 2005 0 98.2 0 0 0 0 0
"4390" "Lago Verde" 2006 0 0 99.7 0 0 0 0
"4391" "Lago Verde" 2007 0 100.3 100.3 0 0 0 0
"4392" "Lago Verde" 2008 0 204.1 204.1 0 0 0 0
"4393" "Lago Verde" 2009 0 207.3 310.9 0 0 0 0
"4394" "Lago Verde" 2010 0 315.8 0 0 0 0 0
"4395" "Lago Verde" 2011 0 105.9 105.9 0 0 0 0
"4396" "Lago Verde" 2012 0 324.3 0 0 0 0 0
"4397" "Lago Verde" 2013 0 109.6 328.9 0 0 0 0
"4398" "Lago Verde" 2014 0 331.5 221 0 0 0 0
"4399" "Lago Verde" 2015 0 672.6 0 0 0 0 0
"4400" "Lago Verde" 2016 0 683.4 227.8 0 0 0 0
"4401" "Aysén" 2001 4.3 343.9 NA 0 NA 8.6 0
"4402" "Aysén" 2002 0 355.8 NA 0 NA 16.9 16.9
"4403" "Aysén" 2003 8.3 509.3 71 4.2 0 50.1 8.3
"4404" "Aysén" 2004 4.1 707.9 86.4 4.1 0 90.5 12.3
"4405" "Aysén" 2005 0 815.5 142 0 12.2 81.1 12.2
"4406" "Aysén" 2006 0 631.7 96 8 8 72 24
"4407" "Aysén" 2007 0 543.8 122.2 11.8 0 82.7 43.3
"4408" "Aysén" 2008 0 695.4 167 27.2 11.7 66 19.4
"4409" "Aysén" 2009 3.8 785 164.7 19.1 23 61.3 19.1
"4410" "Aysén" 2010 3.8 819.6 98.2 11.3 15.1 79.3 7.6
"4411" "Aysén" 2011 0 749.2 145.4 18.6 0 55.9 11.2
"4412" "Aysén" 2012 0 606.9 121.4 3.7 18.4 44.1 11
"4413" "Aysén" 2013 3.6 588.3 119.8 3.6 0 29.1 14.5
"4414" "Aysén" 2014 0 666.8 154.2 14.3 0 39.4 14.3
"4415" "Aysén" 2015 0 552.2 85 10.6 0 53.1 7.1
"4416" "Aysén" 2016 0 599 101.6 3.5 0 31.5 7
"4417" "Cisnes" 2001 0 118.2 NA 0 NA 16.9 33.8
"4418" "Cisnes" 2002 0 235.1 NA 0 NA 16.8 0
"4419" "Cisnes" 2003 0 417.2 16.7 0 0 0 0
"4420" "Cisnes" 2004 0 199.3 16.6 0 0 99.7 0
"4421" "Cisnes" 2005 0 413.2 181.8 0 0 49.6 33.1
"4422" "Cisnes" 2006 32.9 296.2 131.7 0 0 0 0
"4423" "Cisnes" 2007 32.9 427.3 180.8 0 0 16.4 0
"4424" "Cisnes" 2008 0 573 65.5 0 0 32.7 16.4
"4425" "Cisnes" 2009 0 489.9 163.3 16.3 0 16.3 16.3
"4426" "Cisnes" 2010 0 471.9 130.2 16.3 16.3 32.5 0
"4427" "Cisnes" 2011 0 633.9 195.1 0 16.3 16.3 0
"4428" "Cisnes" 2012 16.2 519 243.3 16.2 0 16.2 32.4
"4429" "Cisnes" 2013 0 469.6 64.8 0 0 0 0
"4430" "Cisnes" 2014 0 403.9 64.6 0 0 0 0
"4431" "Cisnes" 2015 0 499.9 32.3 0 0 0 0
"4432" "Cisnes" 2016 0 306.2 48.3 0 0 0 0
"4433" "Guaitecas" 2001 0 62.3 NA 0 NA 0 0
"4434" "Guaitecas" 2002 0 0 NA 0 NA 0 0
"4435" "Guaitecas" 2003 0 60.2 0 0 0 0 60.2
"4436" "Guaitecas" 2004 0 118.7 0 0 0 59.3 59.3
"4437" "Guaitecas" 2005 0 0 0 0 0 0 58.6
"4438" "Guaitecas" 2006 0 0 0 0 0 0 0
"4439" "Guaitecas" 2007 0 114.2 57.1 0 0 0 0
"4440" "Guaitecas" 2008 0 561.2 168.4 0 0 0 0
"4441" "Guaitecas" 2009 0 277.3 55.5 0 0 55.5 110.9
"4442" "Guaitecas" 2010 0 384.6 54.9 0 0 0 0
"4443" "Guaitecas" 2011 0 432.2 54 0 0 0 0
"4444" "Guaitecas" 2012 0 429.6 0 0 0 0 53.7
"4445" "Guaitecas" 2013 0 318 0 0 0 0 53
"4446" "Guaitecas" 2014 0 470.5 52.3 0 0 0 0
"4447" "Guaitecas" 2015 0 258.5 103.4 0 0 0 51.7
"4448" "Guaitecas" 2016 0 306.9 51.2 0 0 51.2 51.2
"4449" "Cochrane" 2001 0 512.8 NA 0 NA 0 0
"4450" "Cochrane" 2002 0 412.8 NA 0 NA 0 0
"4451" "Cochrane" 2003 0 517.8 69 0 0 0 0
"4452" "Cochrane" 2004 34.7 762.6 277.3 0 0 0 0
"4453" "Cochrane" 2005 0 937.8 104.2 0 0 0 0
"4454" "Cochrane" 2006 0 979.4 139.9 0 0 0 0
"4455" "Cochrane" 2007 0 491.2 70.2 0 0 0 35.1
"4456" "Cochrane" 2008 0 317.5 105.8 0 0 0 0
"4457" "Cochrane" 2009 0 284.1 0 0 0 0 0
"4458" "Cochrane" 2010 0 678.3 71.4 0 35.7 0 0
"4459" "Cochrane" 2011 0 1007.2 107.9 36 0 36 36
"4460" "Cochrane" 2012 0 1051.1 72.5 0 0 0 0
"4461" "Cochrane" 2013 0 618.6 109.2 0 0 0 0
"4462" "Cochrane" 2014 0 840 146.1 0 0 0 0
"4463" "Cochrane" 2015 0 848.4 0 36.9 0 0 0
"4464" "Cochrane" 2016 0 1080.9 223.6 0 0 0 0
"4465" "O'Higgins" 2001 0 618.6 NA 0 NA 0 0
"4466" "O'Higgins" 2002 0 397.6 NA 0 NA 198.8 0
"4467" "O'Higgins" 2003 193.1 386.1 193.1 0 0 0 0
"4468" "O'Higgins" 2004 0 0 0 0 0 187.3 0
"4469" "O'Higgins" 2005 0 720.7 0 0 0 0 0
"4470" "O'Higgins" 2006 0 1050.8 0 0 0 0 0
"4471" "O'Higgins" 2007 0 1528 169.8 0 0 0 0
"4472" "O'Higgins" 2008 323.1 484.7 161.6 0 0 0 0
"4473" "O'Higgins" 2009 0 1092 312 0 0 0 0
"4474" "O'Higgins" 2010 0 453.9 453.9 0 0 0 0
"4475" "O'Higgins" 2011 0 735.3 588.2 0 0 0 0
"4476" "O'Higgins" 2012 0 571.4 142.9 0 0 0 0
"4477" "O'Higgins" 2013 0 820.8 273.6 136.8 0 0 0
"4478" "O'Higgins" 2014 0 532.6 133.2 0 0 0 0
"4479" "O'Higgins" 2015 0 518.1 129.5 129.5 0 0 0
"4480" "O'Higgins" 2016 0 887.2 0 0 0 0 0
"4481" "Tortel" 2001 0 190.1 NA 0 NA 0 0
"4482" "Tortel" 2002 0 182.8 NA 0 NA 0 0
"4483" "Tortel" 2003 0 362.3 181.2 0 0 0 0
"4484" "Tortel" 2004 0 361.7 0 0 0 0 0
"4485" "Tortel" 2005 0 359.7 0 0 0 0 0
"4486" "Tortel" 2006 0 177.3 0 0 0 0 177.3
"4487" "Tortel" 2007 0 0 0 0 0 0 0
"4488" "Tortel" 2008 0 0 0 0 0 0 0
"4489" "Tortel" 2009 0 0 0 0 0 0 0
"4490" "Tortel" 2010 0 0 0 0 0 0 0
"4491" "Tortel" 2011 0 315.5 0 0 0 0 0
"4492" "Tortel" 2012 0 306.7 0 0 0 0 0
"4493" "Tortel" 2013 0 607 0 0 0 0 0
"4494" "Tortel" 2014 0 148.1 0 0 0 0 0
"4495" "Tortel" 2015 0 438.6 438.6 0 0 0 146.2
"4496" "Tortel" 2016 0 436 145.3 0 0 0 0
"4497" "Chile Chico" 2001 0 238.7 NA 0 NA 0 21.7
"4498" "Chile Chico" 2002 0 299.9 NA 0 NA 0 21.4
"4499" "Chile Chico" 2003 0 737.2 84.2 0 0 42.1 21.1
"4500" "Chile Chico" 2004 0 624.7 166.6 0 0 41.6 20.8
"4501" "Chile Chico" 2005 0 616.1 61.6 0 0 0 20.5
"4502" "Chile Chico" 2006 0 526.4 0 0 0 20.2 0
"4503" "Chile Chico" 2007 0 459.3 139.8 0 0 20 39.9
"4504" "Chile Chico" 2008 0 1025 138 0 19.7 59.1 0
"4505" "Chile Chico" 2009 0 777.5 194.4 0 0 116.6 0
"4506" "Chile Chico" 2010 0 1015.9 172.5 0 0 0 0
"4507" "Chile Chico" 2011 0 1100.8 113.9 0 19 38 0
"4508" "Chile Chico" 2012 0 1087.4 168.7 0 0 0 0
"4509" "Chile Chico" 2013 0 629.6 148.1 0 18.5 18.5 18.5
"4510" "Chile Chico" 2014 0 512.3 128.1 0 0 0 36.6
"4511" "Chile Chico" 2015 0 849.8 144.6 0 0 0 0
"4512" "Chile Chico" 2016 0 519 53.7 0 0 0 0
"4513" "Río Ibáñez" 2001 0 202.3 NA 0 NA 0 0
"4514" "Río Ibáñez" 2002 0 245.7 NA 0 NA 0 0
"4515" "Río Ibáñez" 2003 0 83.2 208.1 0 0 0 0
"4516" "Río Ibáñez" 2004 0 254.8 42.5 0 0 84.9 0
"4517" "Río Ibáñez" 2005 86 344.1 86 0 0 0 0
"4518" "Río Ibáñez" 2006 0 131.3 43.8 0 0 43.8 0
"4519" "Río Ibáñez" 2007 0 177 44.2 0 0 0 0
"4520" "Río Ibáñez" 2008 0 134.8 44.9 0 0 0 44.9
"4521" "Río Ibáñez" 2009 0 506.7 92.1 0 0 0 0
"4522" "Río Ibáñez" 2010 0 515.2 0 0 0 46.8 0
"4523" "Río Ibáñez" 2011 0 476.2 285.7 0 47.6 0 0
"4524" "Río Ibáñez" 2012 0 673.4 288.6 0 0 48.1 0
"4525" "Río Ibáñez" 2013 0 881.9 245 49 0 0 0
"4526" "Río Ibáñez" 2014 0 500 250 0 0 0 0
"4527" "Río Ibáñez" 2015 0 557.2 152 0 0 0 0
"4528" "Río Ibáñez" 2016 0 879.5 258.7 0 0 0 103.5
"4529" "Punta Arenas" 2001 0.8 430 NA 7.4 NA 61.6 13.1
"4530" "Punta Arenas" 2002 0.8 383 NA 7.4 NA 44.2 7.4
"4531" "Punta Arenas" 2003 0.8 515.8 183.6 11.4 50.6 93.8 14.7
"4532" "Punta Arenas" 2004 0.8 565.5 206.7 16.3 90.3 97.6 16.3
"4533" "Punta Arenas" 2005 3.2 755.5 225.6 11.4 78.7 118.5 23.5
"4534" "Punta Arenas" 2006 0.8 593.1 185.3 20.2 77.7 132.7 25.1
"4535" "Punta Arenas" 2007 2.4 545.5 178.3 16.9 128.3 138.8 30.7
"4536" "Punta Arenas" 2008 2.4 624.4 140.8 20.1 93.3 119.9 16.1
"4537" "Punta Arenas" 2009 0.8 769.5 275.2 21.7 86.7 141.2 14.4
"4538" "Punta Arenas" 2010 1.6 834.8 240.1 28.8 70.4 108.9 18.4
"4539" "Punta Arenas" 2011 0.8 794.7 182.9 15.2 107.8 95.8 20.8
"4540" "Punta Arenas" 2012 1.6 649.5 184.9 15.1 67.7 81.3 21.5
"4541" "Punta Arenas" 2013 4 591 235.4 17.5 66 58.1 18.3
"4542" "Punta Arenas" 2014 0.8 654.1 190.5 14.3 82.6 58.7 16.7
"4543" "Punta Arenas" 2015 0 657.5 140.2 15.8 147.3 46.7 10.3
"4544" "Punta Arenas" 2016 0 560.3 178 18.2 189.1 63.3 15.8
"4545" "Laguna Blanca" 2001 0 0 NA 0 NA 0 0
"4546" "Laguna Blanca" 2002 0 151.7 NA 0 NA 0 0
"4547" "Laguna Blanca" 2003 0 907.7 302.6 0 0 0 0
"4548" "Laguna Blanca" 2004 0 0 0 0 0 0 0
"4549" "Laguna Blanca" 2005 0 0 0 0 0 0 0
"4550" "Laguna Blanca" 2006 0 0 0 0 0 0 0
"4551" "Laguna Blanca" 2007 0 0 0 0 0 0 0
"4552" "Laguna Blanca" 2008 0 0 0 0 0 0 0
"4553" "Laguna Blanca" 2009 0 473.2 0 0 0 0 0
"4554" "Laguna Blanca" 2010 0 480 0 0 0 0 0
"4555" "Laguna Blanca" 2011 0 158 0 0 0 0 0
"4556" "Laguna Blanca" 2012 0 631.9 0 0 0 0 0
"4557" "Laguna Blanca" 2013 0 946.4 0 0 0 0 0
"4558" "Laguna Blanca" 2014 0 156 0 0 0 0 0
"4559" "Laguna Blanca" 2015 0 313.5 0 0 0 0 0
"4560" "Laguna Blanca" 2016 0 0 0 0 0 0 0
"4561" "Río Verde" 2001 0 0 NA 0 NA 0 0
"4562" "Río Verde" 2002 0 277.8 NA 0 NA 0 0
"4563" "Río Verde" 2003 0 276.2 0 0 0 0 0
"4564" "Río Verde" 2004 0 276.2 0 0 0 0 0
"4565" "Río Verde" 2005 0 0 0 0 0 0 0
"4566" "Río Verde" 2006 0 0 0 0 0 0 0
"4567" "Río Verde" 2007 0 0 0 0 0 0 0
"4568" "Río Verde" 2008 0 824.2 0 0 0 0 0
"4569" "Río Verde" 2009 0 274 0 0 0 0 0
"4570" "Río Verde" 2010 0 0 0 0 0 0 0
"4571" "Río Verde" 2011 0 537.6 0 0 0 0 0
"4572" "Río Verde" 2012 0 2479.3 0 0 0 0 0
"4573" "Río Verde" 2013 0 565 0 0 0 0 0
"4574" "Río Verde" 2014 0 0 0 0 0 0 0
"4575" "Río Verde" 2015 0 279.3 0 0 0 0 0
"4576" "Río Verde" 2016 0 0 0 0 0 0 0
"4577" "San Gregorio" 2001 0 89.1 NA 0 NA 0 0
"4578" "San Gregorio" 2002 0 0 NA 0 NA 0 0
"4579" "San Gregorio" 2003 0 96.1 0 0 0 0 0
"4580" "San Gregorio" 2004 0 0 0 0 0 0 0
"4581" "San Gregorio" 2005 0 105.6 0 0 0 0 0
"4582" "San Gregorio" 2006 0 0 0 0 0 109.9 0
"4583" "San Gregorio" 2007 0 0 0 0 0 0 0
"4584" "San Gregorio" 2008 0 356.3 0 0 0 0 0
"4585" "San Gregorio" 2009 0 501.3 0 125.3 0 125.3 0
"4586" "San Gregorio" 2010 0 391.6 130.5 0 0 0 0
"4587" "San Gregorio" 2011 0 551.7 0 0 0 0 0
"4588" "San Gregorio" 2012 0 434.2 144.7 0 0 144.7 289.4
"4589" "San Gregorio" 2013 0 447.1 298.1 0 0 0 298.1
"4590" "San Gregorio" 2014 0 939 156.5 0 0 0 0
"4591" "San Gregorio" 2015 0 978.8 489.4 0 0 0 0
"4592" "San Gregorio" 2016 0 1541.1 0 0 0 0 0
"4593" "Cabo de Hornos" 2001 0 0 NA 0 NA 0 0
"4594" "Cabo de Hornos" 2002 0 820 NA 0 NA 41 41
"4595" "Cabo de Hornos" 2003 0 522.5 160.8 0 0 120.6 0
"4596" "Cabo de Hornos" 2004 0 0 0 0 0 0 0
"4597" "Cabo de Hornos" 2005 0 0 0 0 0 0 0
"4598" "Cabo de Hornos" 2006 0 0 0 0 0 0 0
"4599" "Cabo de Hornos" 2007 0 0 0 0 0 0 0
"4600" "Cabo de Hornos" 2008 0 0 0 0 0 0 0
"4601" "Cabo de Hornos" 2009 0 110.7 36.9 0 0 0 0
"4602" "Cabo de Hornos" 2010 0 109.3 72.9 0 0 0 0
"4603" "Cabo de Hornos" 2011 0 322 35.8 0 0 35.8 0
"4604" "Cabo de Hornos" 2012 0 247.3 35.3 0 0 0 0
"4605" "Cabo de Hornos" 2013 0 312.7 34.7 0 0 0 0
"4606" "Cabo de Hornos" 2014 0 102.5 0 0 0 0 34.2
"4607" "Cabo de Hornos" 2015 0 268.9 33.6 0 0 0 33.6
"4608" "Cabo de Hornos" 2016 0 99 0 0 0 0 0
"4609" "Antártica" 2001 0 0 NA 0 NA 0 0
"4610" "Antártica" 2002 0 0 NA 0 NA 0 0
"4611" "Antártica" 2003 0 0 0 0 0 0 0
"4612" "Antártica" 2004 0 0 0 0 0 0 0
"4613" "Antártica" 2005 0 0 0 0 0 0 0
"4614" "Antártica" 2006 0 0 0 0 0 0 0
"4615" "Antártica" 2007 0 0 0 0 0 0 0
